O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
31-9095.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9095.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9095.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-9095.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9096.00	IDEXX Laboratories IDEXX Cornerstone	2.E.9.i	Medical software	N	N
31-9096.00	Labeling software	2.E.1.h	Label making software	N	N
31-9096.00	McAllister Software Systems AVImark	2.E.9.i	Medical software	N	N
31-9096.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-9096.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9096.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9096.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9096.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9096.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9096.00	Practice management software PMS	2.E.9.i	Medical software	N	N
31-9096.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-9097.00	Donor management system software	2.E.9.i	Medical software	N	N
31-9097.00	Electronic medical record EMR software	2.E.9.i	Medical software	N	N
31-9097.00	Iatric Systems MobiLab	2.E.9.i	Medical software	N	N
31-9097.00	JavaScript	2.E.7.h	Web platform development software	Y	N
31-9097.00	Laboratory information system LIS	2.E.9.i	Medical software	N	N
31-9097.00	Medical procedure coding software	2.E.9.i	Medical software	N	N
31-9097.00	MEDITECH Blood Bank	2.E.9.i	Medical software	N	N
31-9097.00	MEDITECH Laboratory and Microbiology	2.E.9.i	Medical software	N	N
31-9097.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-9097.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9097.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
31-9097.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9097.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9097.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-9099.01	Adobe Audition	2.E.3.b	Music or sound editing software	N	N
31-9099.01	Biofeedback software	2.E.9.i	Medical software	N	N
31-9099.01	Bungalow Software Aphasia Tutor	2.E.9.i	Medical software	N	N
31-9099.01	ELR Software eLr Extra Language Resources	2.E.9.i	Medical software	N	N
31-9099.01	Email software	2.E.16.a	Electronic mail software	N	N
31-9099.01	KayPENTAX Multi-Speech	2.E.9.i	Medical software	N	N
31-9099.01	Language analysis software	2.E.9.d	Analytical or scientific software	N	N
31-9099.01	Learning Fundamentals Speech Visualization	2.E.9.i	Medical software	N	N
31-9099.01	Micro Video Video Voice Speech Training System	2.E.9.i	Medical software	N	N
31-9099.01	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9099.01	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9099.01	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-9099.01	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9099.01	Propeller Multimedia React2	2.E.9.i	Medical software	N	N
31-9099.01	Signal analysis software	2.E.9.d	Analytical or scientific software	N	N
31-9099.01	Speech analysis software	2.E.9.d	Analytical or scientific software	N	N
31-9099.01	Text to speech software	2.E.15.g	Text to speech conversion software	N	N
31-9099.01	Web browser software	2.E.10.e	Internet browser software	N	N
31-9099.02	Email software	2.E.16.a	Electronic mail software	N	N
31-9099.02	MEDITECH software	2.E.9.i	Medical software	Y	N
31-9099.02	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9099.02	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9099.02	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9099.02	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9099.02	Patient electronic medical record EMR software	2.E.9.i	Medical software	N	N
31-9099.02	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
33-1011.00	3M Electronic Monitoring	2.E.6.f	Data base user interface and query software	N	N
33-1011.00	Email software	2.E.16.a	Electronic mail software	N	N
33-1011.00	Guardian RFID	2.E.6.f	Data base user interface and query software	N	N
33-1011.00	Jail management software	2.E.6.f	Data base user interface and query software	N	N
33-1011.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-1011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-1011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-1011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-1011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-1011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-1012.00	Computer aided composite drawing software	2.E.4.b	Graphics or photo imaging software	N	N
33-1012.00	Computer aided dispatch software	2.E.1.a	Helpdesk or call center software	N	N
33-1012.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
33-1012.00	Crime mapping software	2.E.16.e	Map creation software	N	N
33-1012.00	DesignWare 3D EyeWitness	2.E.4.b	Graphics or photo imaging software	N	N
33-1012.00	Email software	2.E.16.a	Electronic mail software	N	N
33-1012.00	Integrated Automated Fingerprint Identification System IAFIS	2.E.6.f	Data base user interface and query software	N	N
33-1012.00	Law enforcement information databases	2.E.6.f	Data base user interface and query software	N	N
33-1012.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-1012.00	Microsoft Active Server Pages ASP	2.E.7.h	Web platform development software	Y	N
33-1012.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-1012.00	Microsoft Internet Explorer	2.E.10.e	Internet browser software	N	N
33-1012.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-1012.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-1012.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-1012.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
33-1012.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-1012.00	National Crime Information Center (NCIC) database	2.E.6.f	Data base user interface and query software	N	N
33-1012.00	National Integrated Ballistics Information Network NIBIN	2.E.6.f	Data base user interface and query software	N	N
33-1012.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
33-1012.00	SmartDraw Legal	2.E.4.b	Graphics or photo imaging software	N	N
33-1012.00	Spillman Technologies Records Management	2.E.6.f	Data base user interface and query software	N	N
33-1012.00	The CAD Zone The Crime Zone	2.E.4.b	Graphics or photo imaging software	N	N
33-1021.00	Affiliated Computer Services ACS FIREHOUSE	2.E.6.f	Data base user interface and query software	N	N
33-1021.00	BehavePlus	2.E.9.d	Analytical or scientific software	N	N
33-1021.00	BIO-key FireRMS	2.E.6.f	Data base user interface and query software	N	N
33-1021.00	Computer aided dispatch software	2.E.1.a	Helpdesk or call center software	N	N
33-1021.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
33-1021.00	Email software	2.E.16.a	Electronic mail software	N	N
33-1021.00	ESRI ArcView	2.E.8.h	Geographic information system	N	N
33-1021.00	FARSITE	2.E.9.d	Analytical or scientific software	N	N
33-1021.00	Fire incident reporting systems	2.E.6.f	Data base user interface and query software	N	N
33-1021.00	FlamMap	2.E.9.d	Analytical or scientific software	N	N
33-1021.00	Geographic information system GIS software	2.E.8.h	Geographic information system	N	N
33-1021.00	Geographic information system GIS systems	2.E.8.h	Geographic information system	N	N
33-1021.00	IBM Lotus 1-2-3	2.E.4.i	Spreadsheet software	N	N
33-1021.00	Incident command system ICS software	2.E.1.e	Project management software	N	N
33-1021.00	Mapping software	2.E.16.e	Map creation software	N	N
33-1021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-1021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
33-1021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-1021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-1021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
33-1021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-1021.00	Plume modeling software	2.E.9.d	Analytical or scientific software	N	N
33-1021.00	Resource Ordering and Statusing System ROSS	2.E.1.e	Project management software	N	N
33-1021.00	Web browser software	2.E.10.e	Internet browser software	N	N
33-1021.00	Wildland Fire Assessment System WFAS	2.E.6.f	Data base user interface and query software	N	N
33-1091.00	Employee scheduling software	2.E.4.h	Calendar and scheduling software	N	N
33-1091.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-1091.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-1091.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-1091.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-1091.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-1091.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-1091.00	Oracle software	2.E.6.f	Data base user interface and query software	N	N
33-1091.00	SAP business and customer relations management software	2.E.2.b	Enterprise resource planning ERP software	N	N
33-1091.00	Time and attendance software	2.E.2.e	Time accounting software	N	N
33-2011.00	Affiliated Computer Services ACS FIREHOUSE	2.E.6.f	Data base user interface and query software	N	N
33-2011.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
33-2011.00	Email software	2.E.16.a	Electronic mail software	N	N
33-2011.00	Fire incident reporting systems	2.E.6.f	Data base user interface and query software	N	N
33-2011.00	Geographic information system GIS software	2.E.8.h	Geographic information system	N	N
33-2011.00	Incident command system ICS software	2.E.1.e	Project management software	N	N
33-2011.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-2011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-2011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
33-2011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-2011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-2011.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
33-2011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-2011.00	Plume modeling software	2.E.9.d	Analytical or scientific software	N	N
33-2011.00	Web browser software	2.E.10.e	Internet browser software	N	N
33-2021.00	Code database software	2.E.6.f	Data base user interface and query software	N	N
33-2021.00	Consolidated Model of Fire and Smoke Transport CFAST	2.E.9.d	Analytical or scientific software	N	N
33-2021.00	Email software	2.E.16.a	Electronic mail software	N	N
33-2021.00	Fire Dynamics Software FDS	2.E.9.d	Analytical or scientific software	N	N
33-2021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-2021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
33-2021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-2021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
33-2021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-2021.00	Microsoft Word	2.E.4.d	Word processing software	Y	Y
33-2021.00	National Fire Incident Reporting System NFIRS	2.E.6.f	Data base user interface and query software	N	N
33-2021.00	Web browser software	2.E.10.e	Internet browser software	N	N
33-2021.00	Xerox Government systems FIREHOUSE Software	2.E.1.c	Human resources software	N	N
33-2022.00	Amazon Web Services AWS CloudFormation	2.E.11.e	Cloud-based management software	Y	N
33-2022.00	Amazon Web Services AWS software	2.E.6.f	Data base user interface and query software	Y	N
33-2022.00	Ansible software	2.E.1.i	Expert system software	Y	N
33-2022.00	Docker	2.E.10.a	Application server software	Y	N
33-2022.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
33-2022.00	Fire incident reporting systems	2.E.6.f	Data base user interface and query software	N	N
33-2022.00	Git	2.E.5.c	File versioning software	Y	N
33-2022.00	Kubernetes	2.E.10.a	Application server software	Y	N
33-2022.00	Linux	2.E.13.c	Operating system software	Y	N
33-2022.00	Mapping software	2.E.16.e	Map creation software	N	N
33-2022.00	Microsoft Active Server Pages ASP	2.E.7.h	Web platform development software	Y	N
33-2022.00	Microsoft Azure software	2.E.7.b	Development environment software	Y	N
33-2022.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-2022.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
33-2022.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-2022.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-2022.00	Microsoft PowerShell	2.E.7.b	Development environment software	Y	N
33-2022.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
33-2022.00	Microsoft SQL Server	2.E.6.d	Data base management system software	Y	N
33-2022.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
33-2022.00	Microsoft Windows Server	2.E.10.a	Application server software	Y	N
33-2022.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-2022.00	Object oriented development environment software	2.E.7.e	Object or component oriented development software	N	N
33-2022.00	Perforce software	2.E.6.i	Metadata management software	N	N
33-2022.00	Puppet	2.E.7.a	Configuration management software	Y	N
33-2022.00	Relational database software	2.E.6.f	Data base user interface and query software	N	N
33-2022.00	Salesforce software	2.E.6.c	Customer relationship management CRM software	Y	N
33-3011.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
33-3011.00	Case management system software	2.E.6.f	Data base user interface and query software	N	N
33-3011.00	Corel WordPerfect Office Suite	2.E.4.d	Word processing software	N	N
33-3011.00	Court docket management software	2.E.4.h	Calendar and scheduling software	N	N
33-3011.00	Email software	2.E.16.a	Electronic mail software	N	N
33-3011.00	IBM Lotus Notes	2.E.16.a	Electronic mail software	N	N
33-3011.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-3011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-3011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
33-3011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-3011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-3011.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
33-3011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-3011.00	National Crime Information Center (NCIC) database	2.E.6.f	Data base user interface and query software	N	N
33-3011.00	State crime information databases	2.E.6.f	Data base user interface and query software	N	N
33-3011.00	Statistics software	2.E.9.d	Analytical or scientific software	N	N
33-3011.00	Web browser software	2.E.10.e	Internet browser software	N	N
33-3012.00	3M Electronic Monitoring	2.E.6.f	Data base user interface and query software	N	N
33-3012.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
33-3012.00	Corrections housing software	2.E.6.d	Data base management system software	N	N
33-3012.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
33-3012.00	Guardian RFID	2.E.6.f	Data base user interface and query software	N	N
33-3012.00	Jail management software	2.E.6.f	Data base user interface and query software	N	N
33-3012.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-3012.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
33-3012.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
33-3012.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
33-3012.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
33-3012.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
33-3012.00	Web browser software	2.E.10.e	Internet browser software	N	N
33-3021.00	AccessData FTK	2.E.11.a	Network monitoring software	N	N
33-3021.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
33-3021.00	Case management software	2.E.1.e	Project management software	N	N
33-3021.00	Computer aided composite drawing software	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
33-3021.00	Crime mapping software	2.E.16.e	Map creation software	N	N
33-3021.00	DataWorks Plus Digital CrimeScene	2.E.6.f	Data base user interface and query software	N	N
33-3021.00	DeChant Consulting Services iWitness	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	DesignWare 3D EyeWitness	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	Digital Image Management Solutions Crime Scene	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	Email software	2.E.16.a	Electronic mail software	N	N
33-3021.00	Eos Systems PhotoModeler	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	ESRI ArcView	2.E.8.h	Geographic information system	N	N
33-3021.00	Geographic information system GIS software	2.E.8.h	Geographic information system	N	N
33-3021.00	Graphics software	2.E.4.b	Graphics or photo imaging software	N	N
33-3021.00	Guidance Software EnCase Enterprise	2.E.9.d	Analytical or scientific software	N	N
33-3021.00	Integrated Automated Fingerprint Identification System IAFIS	2.E.6.f	Data base user interface and query software	N	N
33-3021.00	Law enforcement information databases	2.E.6.f	Data base user interface and query software	N	N
33-3021.00	Linux	2.E.13.c	Operating system software	Y	N
33-3021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
33-3021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
33-3021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
